listing_id,brand,model,city,year,car_age,km_driven,fuel_type,transmission,owner_count,mileage_kmpl,engine_cc,insurance_valid,listing_date,asking_price,status,days_to_sell,sold_price
C24-12530,Mahindra,Bolero,Ahmedabad,2013,12,132285,CNG,Automatic,1.0,17.3,1199,Yes,2024-10-28,218000.0,Sold,9.0,212583.0
C24-12531,Honda,City,Bengaluru,2021,4,49972,Petrol,Automatic,1.0,12.5,1498,Yes,2024-08-07,717000.0,Sold,3.0,672247.0
C24-12532,Toyota,Fortuner,Chandigarh,2012,13,156074,Petrol,Manual,1.0,17.1,800,Yes,2024-09-14,167000.0,Sold,28.0,158216.0
C24-12533,Toyota,Glanza,Hyderabad,2024,1,6874,Diesel,Manual,2.0,19.2,1000,Yes,2024-01-07,1187000.0,Sold,4.0,1173021.0
C24-12534,Honda,City,Hyderabad,2018,7,89168,Diesel,Automatic,1.0,22.8,1197,Yes,2024-08-08,435000.0,Sold,34.0,432272.0
C24-12535,Toyota,Innova,Jaipur,2013,12,156176,Diesel,Manual,2.0,22.8,1199,Yes,2024-01-16,184000.0,Sold,167.0,175369.0
C24-12536,Honda,Jazz,Delhi NCR,2021,4,52965,Petrol,Manual,1.0,28.9,2000,Yes,2025-05-17,562000.0,Sold,1.0,543513.0
C24-12537,Maruti Suzuki,Dzire,Chandigarh,2022,3,25275,Diesel,Manual,4.0,17.6,1197,Yes,2025-02-20,385000.0,Sold,56.0,371275.0
C24-12538,Mahindra,Bolero,Delhi NCR,2015,10,102621,Diesel,Manual,1.0,21.9,1199,No,2024-07-04,229000.0,Sold,71.0,218091.0
C24-12539,Maruti Suzuki,Baleno,Bengaluru,2022,3,39502,Diesel,Automatic,2.0,22.7,1498,Yes,2025-04-27,617000.0,Sold,31.0,616300.0
C24-12540,Toyota,Fortuner,Delhi NCR,2016,9,95593,CNG,Automatic,1.0,19.1,1197,Yes,2025-02-14,379000.0,Sold,13.0,363377.0
C24-12541,Tata,Tiago,Jaipur,2014,11,122854,Petrol,Automatic,2.0,21.0,1997,Yes,2024-10-05,168000.0,Sold,7.0,166134.0
C24-12542,Honda,City,Jaipur,2023,2,29765,Petrol,Automatic,1.0,21.1,1197,Yes,2025-06-10,831000.0,Sold,1.0,774316.0
C24-12543,Ford,EcoSport,Kolkata,2018,7,89959,Petrol,Manual,1.0,18.3,1997,Yes,2024-03-08,269000.0,Sold,47.0,249250.0
C24-12544,Kia,Sonet,Pune,2022,3,40184,Petrol,Manual,1.0,17.0,1997,Yes,2025-05-07,789000.0,Sold,2.0,782848.0
C24-12545,Tata,Harrier,Kolkata,2021,4,45093,CNG,Manual,1.0,15.5,1199,Yes,2024-04-13,422000.0,Sold,21.0,416468.0
C24-12546,Toyota,Glanza,Hyderabad,2019,6,74659,Petrol,Manual,1.0,13.9,2000,Yes,2024-11-25,570000.0,Sold,30.0,550208.0
C24-12547,Renault,Kwid,Ahmedabad,2015,10,123992,Petrol,Automatic,1.0,23.4,800,Yes,2025-02-26,160000.0,Sold,9.0,154534.0
C24-12548,Renault,Triber,Ahmedabad,2013,12,143417,Petrol,Manual,1.0,18.2,1197,No,2025-06-22,111000.0,Active,,
C24-12549,Mahindra,Scorpio,Jaipur,2014,11,134176,Petrol,Manual,2.0,13.5,1498,Yes,2024-03-29,181000.0,Sold,110.0,177418.0
C24-12550,Mahindra,XUV700,Chennai,2017,8,113725,Petrol,Automatic,2.0,18.7,1997,Yes,2024-07-19,349000.0,Sold,14.0,325550.0
C24-12551,Volkswagen,Vento,Jaipur,2020,5,63365,Petrol,Automatic,1.0,14.4,1199,Yes,2024-03-09,469000.0,Sold,35.0,456373.0
C24-12552,Honda,City,Hyderabad,2019,6,72356,Petrol,Manual,3.0,22.9,1498,Yes,2025-02-23,345000.0,Sold,49.0,323496.0
C24-12553,Renault,Triber,Pune,2017,8,105819,Petrol,Manual,1.0,22.0,1498,No,2024-10-25,165000.0,Sold,22.0,152756.0
C24-12554,Kia,Seltos,Mumbai,2014,11,124437,Diesel,Manual,1.0,5.4,1997,Yes,2024-01-27,221000.0,Sold,11.0,219020.0
C24-12555,Kia,Carens,Ahmedabad,2016,9,106595,CNG,Manual,3.0,16.3,1197,No,2024-06-06,220000.0,Sold,28.0,209485.0
C24-12556,Mahindra,XUV700,Ahmedabad,2018,7,84242,Petrol,Manual,3.0,22.5,1199,Yes,2025-06-17,342000.0,Active,,
C24-12557,Kia,Seltos,Pune,2016,9,99559,Diesel,Automatic,1.0,12.7,1498,Yes,2025-02-01,369000.0,Sold,4.0,357315.0
C24-12558,Tata,Punch,Pune,2017,8,104359,Petrol,Automatic,1.0,15.3,1000,Yes,2024-01-14,260000.0,Sold,49.0,258554.0
C24-12559,Hyundai,Venue,Delhi NCR,2018,7,82162,CNG,Automatic,3.0,19.9,1498,Yes,2024-03-20,260000.0,Sold,35.0,248550.0
C24-12560,Mahindra,XUV300,Jaipur,2017,8,89881,Diesel,Automatic,1.0,21.6,2200,Yes,2025-06-10,409000.0,Active,,
C24-12561,Kia,Sonet,Chennai,2019,6,73693,Petrol,Manual,2.0,26.1,1199,Yes,2024-08-03,404000.0,Sold,8.0,393344.0
C24-12562,Ford,EcoSport,Hyderabad,2022,3,34568,CNG,Manual,2.0,23.6,800,Yes,2024-01-06,505000.0,Sold,6.0,487775.0
C24-12563,Maruti Suzuki,Swift,Hyderabad,2012,13,148163,Petrol,Manual,1.0,23.7,1498,Yes,2024-05-15,103000.0,Sold,1.0,95511.0
C24-12564,Toyota,Innova,Chandigarh,2023,2,29570,Diesel,Manual,1.0,17.4,1498,Yes,2024-12-06,1088000.0,Sold,54.0,1018794.0
C24-12565,Maruti Suzuki,Baleno,Mumbai,2014,11,132631,Petrol,Manual,4.0,17.9,1000,No,2025-04-24,105000.0,Sold,17.0,104162.0
C24-12566,Tata,Altroz,Ahmedabad,2018,7,71486,Petrol,Manual,2.0,19.5,1197,Yes,2024-06-03,348000.0,Sold,80.0,335601.0
C24-12567,Kia,Seltos,Pune,2018,7,85786,CNG,Manual,2.0,7.8,1997,Yes,2024-02-06,376000.0,Sold,23.0,369444.0
C24-12568,Ford,Figo,Mumbai,2024,1,8531,Diesel,Automatic,1.0,21.9,2000,No,2024-09-11,869000.0,Sold,17.0,805606.0
C24-12569,Hyundai,i20,Chennai,2022,3,42132,Petrol,Manual,2.0,18.1,1199,No,2024-02-11,518000.0,Sold,28.0,507669.0
C24-12570,Renault,Kwid,Hyderabad,2022,3,34903,Diesel,Manual,1.0,14.8,1197,Yes,2024-09-23,476000.0,Sold,20.0,439191.0
C24-12571,Kia,Sonet,Mumbai,2016,9,117913,Petrol,Manual,1.0,24.1,1199,Yes,2024-10-31,289000.0,Sold,23.0,283257.0
C24-12572,Hyundai,Verna,Kolkata,2022,3,37456,Petrol,Manual,2.0,22.5,800,Yes,2024-07-04,493000.0,Sold,6.0,461540.0
C24-12573,Mahindra,XUV700,Kolkata,2013,12,155455,Petrol,Manual,1.0,12.8,1997,Yes,2024-09-20,168000.0,Sold,9.0,162835.0
C24-12574,Ford,Figo,Kolkata,2016,9,98632,Diesel,Automatic,1.0,18.3,2200,Yes,2024-02-07,244000.0,Sold,40.0,229099.0
C24-12575,Volkswagen,Polo,Jaipur,2020,5,72707,Diesel,Manual,2.0,15.8,1498,Yes,2024-11-26,363000.0,Sold,105.0,360975.0
C24-12576,Renault,Kwid,Delhi NCR,2024,1,12017,Diesel,Automatic,1.0,25.3,1997,Yes,2024-12-11,834000.0,Sold,7.0,778065.0
C24-12577,Toyota,Fortuner,Bengaluru,2020,5,61286,Petrol,Automatic,1.0,19.5,1197,Yes,2024-01-21,809000.0,Sold,8.0,745215.0
C24-12578,Maruti Suzuki,Alto,Pune,2013,12,159951,Petrol,Manual,1.0,18.6,1997,Yes,2025-05-29,113000.0,Sold,15.0,105001.0
C24-12579,Ford,Figo,Delhi NCR,2012,13,160226,CNG,Manual,4.0,15.1,1197,Yes,2024-03-23,84000.0,Sold,34.0,79400.0
C24-12580,Tata,Punch,Ahmedabad,2023,2,14737,Petrol,Automatic,2.0,16.3,1197,Yes,2024-06-02,736000.0,Sold,18.0,698706.0
C24-12581,Maruti Suzuki,Baleno,Jaipur,2018,7,86644,Petrol,Manual,1.0,15.3,1199,Yes,2025-04-06,213000.0,Sold,4.0,212052.0
C24-12582,Tata,Harrier,Chandigarh,2015,10,123782,Diesel,Manual,1.0,15.9,1000,No,2024-10-20,180000.0,Sold,5.0,170708.0
C24-12583,Mahindra,Scorpio,Mumbai,2019,6,81483,CNG,Manual,1.0,22.0,1498,Yes,2024-06-10,492000.0,Sold,13.0,473291.0
C24-12584,Tata,Harrier,Bengaluru,2019,6,76170,Diesel,Automatic,3.0,16.2,1498,No,2024-10-24,368000.0,Sold,9.0,348070.0
C24-12585,Renault,Triber,Hyderabad,2015,10,125030,Petrol,Automatic,2.0,26.5,1498,Yes,2024-11-21,161000.0,Sold,12.0,154261.0
C24-12586,Hyundai,i20,Kolkata,2024,1,500,Diesel,Manual,1.0,15.6,1000,No,2024-03-08,742000.0,Sold,32.0,714039.0
C24-12587,Honda,City,Mumbai,2019,6,76312,Petrol,Manual,,22.1,1197,Yes,2024-11-08,358000.0,Sold,35.0,343826.0
C24-12588,Kia,Seltos,Delhi NCR,2021,4,47454,CNG,Automatic,1.0,21.3,800,Yes,2024-02-02,599000.0,Sold,12.0,592287.0
C24-12589,Kia,Carens,Kolkata,2019,6,80258,Petrol,Automatic,1.0,17.9,800,Yes,2024-11-15,509000.0,Sold,82.0,485595.0
C24-12590,Honda,City,Jaipur,2014,11,133946,Diesel,Automatic,1.0,16.0,1000,,2024-09-23,186000.0,Sold,5.0,173241.0
C24-12591,Honda,WR-V,Delhi NCR,2013,12,140604,Diesel,Automatic,3.0,16.1,1199,Yes,2025-06-24,161000.0,Active,,
C24-12592,Toyota,Urban Cruiser,Bengaluru,2019,6,64872,Petrol,Manual,4.0,17.2,1498,Yes,2024-04-17,525000.0,Sold,7.0,504725.0
C24-12593,Maruti Suzuki,WagonR,Pune,2017,8,100089,Petrol,Manual,1.0,24.1,1197,Yes,2024-09-09,182000.0,Sold,31.0,181622.0
C24-12594,Honda,WR-V,Hyderabad,2021,4,52860,Diesel,Automatic,1.0,17.0,1197,No,2024-09-06,647000.0,Sold,48.0,632244.0
C24-12595,Mahindra,XUV300,Bengaluru,2021,4,31757,Petrol,Manual,2.0,22.5,1197,Yes,2024-04-01,764000.0,Sold,12.0,752512.0
C24-12596,Kia,Sonet,Jaipur,2015,10,114427,Diesel,Automatic,2.0,17.1,1199,Yes,2025-01-19,258000.0,Sold,12.0,255152.0
C24-12597,Toyota,Innova,Kolkata,2017,8,100205,Diesel,Manual,1.0,17.8,1199,No,2025-03-27,352000.0,Sold,3.0,335343.0
C24-12598,Maruti Suzuki,Swift,Chennai,2018,7,85134,Petrol,Manual,1.0,25.1,1199,Yes,2024-03-27,239000.0,Sold,21.0,237692.0
C24-12599,Mahindra,Bolero,Chennai,2017,8,98522,Diesel,Manual,1.0,20.9,800,No,2025-04-19,322000.0,Sold,15.0,320839.0
C24-12600,Mahindra,Scorpio,Kolkata,2018,7,95941,Petrol,Manual,1.0,,1199,Yes,2024-03-22,397000.0,Sold,54.0,392867.0
C24-12601,Hyundai,Venue,Chennai,2020,5,57529,Petrol,Automatic,3.0,23.7,1199,Yes,2024-02-14,398000.0,Sold,5.0,391166.0
C24-12602,Kia,Seltos,Bengaluru,2020,5,56884,Diesel,Manual,2.0,22.1,1000,Yes,2025-01-22,709000.0,Sold,44.0,697700.0
C24-12603,Maruti Suzuki,Dzire,Jaipur,2023,2,16910,Diesel,Manual,1.0,17.4,2000,Yes,2025-04-19,644000.0,Sold,11.0,632362.0
C24-12604,Toyota,Urban Cruiser,Hyderabad,2017,8,90815,Diesel,Automatic,1.0,26.6,1197,Yes,2024-04-05,429000.0,Sold,1.0,425380.0
C24-12605,Ford,Figo,Hyderabad,2021,4,45699,Petrol,Manual,1.0,20.5,1000,Yes,2024-12-15,509000.0,Sold,25.0,489680.0
C24-12606,Volkswagen,Vento,Hyderabad,2022,3,47556,Petrol,Manual,1.0,16.0,1197,No,2025-04-16,582000.0,Sold,34.0,553278.0
C24-12607,Hyundai,Grand i10,Jaipur,2024,1,19959,Petrol,Manual,1.0,12.6,1199,Yes,2024-05-19,761000.0,Sold,15.0,745665.0
C24-12608,Ford,Figo,Pune,2021,4,54680,Diesel,Automatic,1.0,17.3,1000,Yes,2025-05-16,486000.0,Sold,43.0,452293.0
C24-12609,Volkswagen,Vento,Bengaluru,2017,8,92120,Petrol,Manual,3.0,24.0,1000,Yes,2024-02-07,225000.0,Sold,75.0,220462.0
C24-12610,Mahindra,Bolero,Jaipur,2024,1,8330,Diesel,Automatic,2.0,21.1,1199,Yes,2024-05-19,1128000.0,Sold,18.0,1106491.0
C24-12611,Tata,Punch,Kolkata,2022,3,36253,Petrol,Manual,1.0,23.7,1199,Yes,2025-03-02,588000.0,Sold,7.0,550087.0
C24-12612,Mahindra,Scorpio,Ahmedabad,2019,6,64146,CNG,Manual,1.0,20.3,1197,Yes,2024-09-20,416000.0,Sold,1.0,393586.0
C24-12613,Volkswagen,Vento,Hyderabad,2024,1,18323,Petrol,Manual,2.0,21.5,1199,Yes,2025-06-21,866000.0,Active,,
C24-12614,Maruti Suzuki,Baleno,Jaipur,2022,3,28656,Petrol,Manual,1.0,24.8,1197,Yes,2024-01-02,379000.0,Sold,6.0,350720.0
C24-12615,Kia,Sonet,Ahmedabad,2012,13,151796,Petrol,Manual,2.0,15.6,1997,Yes,2024-01-30,162000.0,Sold,10.0,153155.0
C24-12616,Renault,Kwid,Chennai,2020,5,59818,Petrol,Manual,1.0,21.6,1197,No,2025-05-27,330000.0,Sold,34.0,324116.0
C24-12617,Ford,Figo,Mumbai,2015,10,131411,Petrol,Manual,2.0,22.5,1199,Yes,2024-04-28,187000.0,Sold,31.0,172255.0
C24-12618,Honda,Jazz,Mumbai,2016,9,119942,Diesel,Automatic,1.0,11.9,1000,Yes,2024-10-01,283000.0,Sold,25.0,282812.0
C24-12619,Ford,Figo,Ahmedabad,2013,12,134925,CNG,Manual,2.0,15.8,1197,No,2024-06-25,113000.0,Sold,38.0,109745.0
C24-12620,Volkswagen,Polo,Bengaluru,2015,10,122048,Diesel,Manual,1.0,23.4,1199,No,2024-02-29,188000.0,Sold,16.0,187078.0
C24-12621,Toyota,Fortuner,Bengaluru,2022,3,40505,Diesel,Manual,1.0,10.7,2200,Yes,2024-07-10,1161000.0,Sold,1.0,1140856.0
C24-12622,Renault,Kwid,Jaipur,2016,9,112237,Petrol,Manual,2.0,22.3,1199,Yes,2024-12-30,136000.0,Sold,17.0,126036.0
C24-12623,Honda,Amaze,Hyderabad,2014,11,128236,Electric,Automatic,1.0,,1000,Yes,2024-02-20,252000.0,Sold,114.0,237781.0
C24-12624,Tata,Altroz,Kolkata,2015,10,120223,Petrol,Manual,1.0,14.9,1199,Yes,2024-10-26,164000.0,Sold,1.0,162255.0
C24-12625,Renault,Triber,Mumbai,2016,9,102037,Petrol,Automatic,1.0,16.6,1199,Yes,2025-01-16,207000.0,Sold,37.0,198065.0
C24-12626,Hyundai,Venue,Delhi NCR,2018,7,82152,Petrol,Automatic,2.0,13.4,1498,No,2024-09-26,329000.0,Sold,60.0,306055.0
C24-12627,Kia,Seltos,Bengaluru,2024,1,500,Petrol,Manual,1.0,18.9,1498,Yes,2024-08-11,1330000.0,Sold,43.0,1294150.0
C24-12628,Renault,Triber,Ahmedabad,2013,12,142604,Petrol,Automatic,2.0,14.7,1997,Yes,2024-10-30,118000.0,Sold,2.0,109000.0
C24-12629,Renault,Kwid,Hyderabad,2022,3,53898,Petrol,Manual,2.0,18.0,1000,Yes,2025-03-27,328000.0,Sold,20.0,314936.0
C24-12630,Hyundai,Creta,Pune,2018,7,79428,CNG,Manual,3.0,13.4,1997,Yes,2025-01-11,240000.0,Sold,70.0,234320.0
C24-12631,Tata,Nexon,Kolkata,2019,6,63661,Petrol,Manual,1.0,24.6,800,Yes,2024-11-28,378000.0,Sold,33.0,352993.0
C24-12632,Mahindra,Scorpio,Bengaluru,2020,5,57800,Petrol,Manual,1.0,17.9,1197,Yes,2024-05-03,593000.0,Sold,10.0,551340.0
C24-12633,Hyundai,Grand i10,Jaipur,2016,9,106639,Diesel,Manual,1.0,16.2,800,Yes,2025-03-30,158000.0,Sold,27.0,154651.0
C24-12634,Mahindra,XUV300,Mumbai,2024,1,4140,Petrol,Manual,1.0,19.8,2200,No,2024-04-11,1130000.0,Sold,1.0,1041644.0
C24-12635,Kia,Seltos,Bengaluru,2021,4,39620,Diesel,Manual,2.0,14.1,1498,Yes,2024-03-19,851000.0,Sold,15.0,847497.0
C24-12636,Tata,Altroz,Mumbai,2020,5,59893,CNG,Manual,3.0,18.3,1000,Yes,2024-06-02,310000.0,Sold,8.0,297516.0
C24-12637,Ford,Figo,Chennai,2013,12,150105,Diesel,Manual,2.0,18.3,1498,No,2025-01-23,132000.0,Sold,5.0,123561.0
C24-12638,Mahindra,Bolero,Chandigarh,2018,7,83138,CNG,Manual,1.0,21.6,1197,Yes,2024-03-21,350000.0,Sold,20.0,333995.0
C24-12639,Mahindra,Bolero,Kolkata,2013,12,134356,Diesel,Manual,3.0,17.2,1997,Yes,2024-12-02,183000.0,Sold,10.0,181990.0
C24-12640,Volkswagen,Polo,Pune,2022,3,47445,CNG,Automatic,3.0,24.7,1000,Yes,2025-05-31,567000.0,Sold,11.0,523383.0
C24-12641,Maruti Suzuki,Swift,Ahmedabad,2021,4,66194,Petrol,Automatic,4.0,16.2,1197,Yes,2025-06-24,319000.0,Active,,
C24-12642,Tata,Altroz,Jaipur,2020,5,59722,Diesel,Manual,1.0,18.5,1199,Yes,2024-01-25,407000.0,Sold,1.0,401108.0
C24-12643,Renault,Triber,Delhi NCR,2021,4,64186,Diesel,Manual,1.0,17.6,1197,Yes,2025-04-20,430000.0,Sold,35.0,403773.0
C24-12644,Kia,Carens,Mumbai,2019,6,67310,CNG,Manual,1.0,17.0,800,Yes,2024-04-10,438000.0,Sold,42.0,404335.0
C24-12645,Toyota,Glanza,Mumbai,2023,2,15068,Diesel,Manual,1.0,14.8,2200,,2024-06-26,1424000.0,Sold,1.0,1317490.0
C24-12646,Ford,EcoSport,Kolkata,2024,1,500,Petrol,Manual,,17.3,1199,Yes,2024-07-03,554000.0,Sold,4.0,551940.0
C24-12647,Renault,Kwid,Bengaluru,2017,8,93225,Diesel,Automatic,2.0,24.0,1197,No,2025-06-06,261000.0,Active,,
C24-12648,Ford,Figo,Delhi NCR,2021,4,48681,Diesel,Manual,1.0,21.4,800,No,2025-02-28,561000.0,Sold,13.0,546381.0
C24-12649,Ford,EcoSport,Hyderabad,2021,4,46777,Petrol,Automatic,1.0,19.6,1000,Yes,2025-05-14,555000.0,Active,,
C24-12650,Toyota,Innova,Kolkata,2021,4,54683,Petrol,Manual,,19.9,1199,Yes,2024-05-12,723000.0,Sold,32.0,710450.0
C24-12651,Tata,Harrier,Chennai,2016,9,112213,Petrol,Manual,1.0,19.8,1199,Yes,2024-10-01,212000.0,Sold,14.0,197237.0
C24-12652,Ford,EcoSport,Pune,2019,6,59551,Petrol,Manual,1.0,18.3,1498,Yes,2025-02-27,368000.0,Sold,8.0,361499.0
C24-12653,Toyota,Glanza,Pune,2022,3,48120,Diesel,Manual,4.0,21.8,1199,Yes,2024-01-17,763000.0,Sold,22.0,742398.0
C24-12654,Renault,Kwid,Ahmedabad,2017,8,89744,Diesel,Manual,2.0,18.3,1997,Yes,2024-09-07,211000.0,Sold,75.0,207117.0
C24-12655,Renault,Triber,Mumbai,2013,12,154470,Petrol,Manual,1.0,18.2,1000,Yes,2025-05-28,133000.0,Sold,28.0,125384.0
C24-12656,Volkswagen,Polo,Kolkata,2015,10,125558,Diesel,Automatic,1.0,26.3,1199,No,2025-03-12,191000.0,Sold,8.0,184669.0
C24-12657,Renault,Triber,Pune,2016,9,124806,CNG,Manual,1.0,23.4,1199,Yes,2024-08-07,142000.0,Sold,36.0,135775.0
C24-12658,Volkswagen,Vento,Mumbai,2023,2,18118,Diesel,Automatic,2.0,25.8,1498,Yes,2024-06-27,885000.0,Sold,10.0,823438.0
C24-12659,Tata,Punch,Pune,2023,2,19055,Diesel,Automatic,1.0,14.2,1197,Yes,2024-05-02,914000.0,Sold,23.0,892007.0
C24-12660,Toyota,Innova,Chennai,2016,9,119484,Petrol,Automatic,1.0,14.4,1199,Yes,2024-10-17,315000.0,Sold,21.0,298377.0
C24-12661,Kia,Sonet,Jaipur,2012,13,163520,Diesel,Manual,4.0,16.5,1498,Yes,2025-02-25,145000.0,Sold,89.0,140937.0
C24-12662,Ford,EcoSport,Ahmedabad,2014,11,132040,Petrol,Automatic,1.0,15.7,1498,No,2024-04-16,136000.0,Sold,34.0,129978.0
C24-12663,Volkswagen,Vento,Delhi NCR,2013,12,145341,Petrol,Manual,1.0,17.7,1997,Yes,2025-02-22,151000.0,Sold,22.0,146976.0
C24-12664,Tata,Altroz,Mumbai,2022,3,27438,Petrol,Manual,,23.3,1199,Yes,2025-03-31,650000.0,Sold,27.0,646514.0
C24-12665,Ford,EcoSport,Chandigarh,2014,11,129192,Diesel,Manual,3.0,20.7,1498,Yes,2024-08-22,161000.0,Sold,3.0,159735.0
C24-12666,Maruti Suzuki,Baleno,Bengaluru,2017,8,94213,CNG,Manual,1.0,28.2,1199,Yes,2025-05-17,180000.0,Active,,
C24-12667,Honda,Amaze,Pune,2013,12,122453,Petrol,Manual,2.0,18.5,1997,Yes,2025-01-12,156000.0,Sold,46.0,149851.0
C24-12668,Renault,Triber,Pune,2018,7,91165,Petrol,Automatic,1.0,19.7,800,No,2024-01-04,247000.0,Sold,6.0,228096.0
C24-12669,Volkswagen,Polo,Mumbai,2022,3,31828,Petrol,Manual,1.0,17.5,1197,Yes,2025-02-12,810000.0,Sold,3.0,801849.0
C24-12670,Toyota,Urban Cruiser,Pune,2012,13,156607,Diesel,Manual,,11.4,1197,Yes,2024-06-16,203000.0,Sold,54.0,195012.0
C24-12671,Mahindra,XUV300,Hyderabad,2019,6,85891,Petrol,Manual,1.0,17.6,800,Yes,2025-06-16,451000.0,Active,,
C24-12672,Ford,Figo,Kolkata,2021,4,51551,Diesel,Manual,1.0,17.2,1197,Yes,2024-01-15,497000.0,Sold,19.0,491140.0
C24-12673,Ford,Figo,Chennai,2017,8,90413,Petrol,Manual,1.0,13.4,1197,Yes,2024-03-04,225000.0,Sold,70.0,207025.0
C24-12674,Toyota,Innova,Ahmedabad,2015,10,124565,Petrol,Manual,2.0,23.8,2000,No,2024-04-13,278000.0,Sold,37.0,256739.0
C24-12675,Hyundai,Grand i10,Mumbai,2021,4,43197,Petrol,Manual,1.0,17.9,1197,Yes,2024-01-11,563000.0,Sold,18.0,520599.0
C24-12676,Toyota,Innova,Chandigarh,2016,9,114722,CNG,Automatic,1.0,18.1,1000,Yes,2025-01-06,303000.0,Sold,11.0,278943.0
C24-12677,Toyota,Urban Cruiser,Jaipur,2021,4,44694,Diesel,Manual,3.0,9.8,1498,Yes,2024-01-21,632000.0,Sold,38.0,628939.0
C24-12678,Ford,EcoSport,Chennai,2012,13,161425,Diesel,Manual,1.0,19.0,2000,No,2024-02-14,114000.0,Sold,100.0,107798.0
C24-12679,Ford,Figo,Jaipur,2024,1,29824,Petrol,Manual,1.0,18.7,1197,No,2024-08-20,625000.0,Sold,13.0,623323.0
C24-12680,Kia,Sonet,Kolkata,2021,4,65380,Petrol,Manual,1.0,21.3,1197,Yes,2025-04-15,542000.0,Sold,3.0,536946.0
C24-12681,Renault,Kwid,Jaipur,2018,7,103681,Diesel,Manual,3.0,20.0,1498,No,2024-01-20,184000.0,Sold,42.0,181004.0
C24-12682,Renault,Kwid,Jaipur,2017,8,94367,Petrol,Automatic,3.0,13.1,1498,Yes,2024-04-09,182000.0,Sold,41.0,179815.0
C24-12683,Ford,EcoSport,Jaipur,2018,7,84345,Diesel,Manual,2.0,17.5,1197,Yes,2024-10-07,270000.0,Sold,42.0,265163.0
C24-12684,Mahindra,XUV300,Mumbai,2020,5,60032,Diesel,Manual,1.0,27.6,2000,Yes,2024-04-25,606000.0,Sold,1.0,578985.0
C24-12685,Honda,Jazz,Chennai,2018,7,89802,CNG,Manual,3.0,19.8,800,Yes,2024-01-13,248000.0,Sold,8.0,245352.0
C24-12686,Volkswagen,Polo,Chennai,2021,4,56288,Petrol,Automatic,1.0,13.6,2000,Yes,2025-06-08,547000.0,Sold,1.0,534244.0
C24-12687,Kia,Sonet,Chennai,2023,2,32174,Diesel,Manual,,,1997,No,2024-07-11,820000.0,Sold,4.0,765113.0
C24-12688,Kia,Sonet,Ahmedabad,2019,6,84339,Petrol,Manual,2.0,15.0,1498,Yes,2024-02-07,387000.0,Sold,21.0,384822.0
C24-12689,Renault,Kwid,Chandigarh,2016,9,106602,Petrol,Manual,2.0,13.9,1199,Yes,2025-01-27,149000.0,Sold,8.0,148890.0
C24-12690,Ford,Figo,Delhi NCR,2017,8,97955,Petrol,Manual,4.0,11.7,2200,Yes,2024-01-03,217000.0,Sold,40.0,213689.0
C24-12691,Mahindra,Bolero,Kolkata,2012,13,162824,Petrol,Manual,1.0,17.8,1997,Yes,2024-07-08,186000.0,Sold,11.0,185616.0
C24-12692,Maruti Suzuki,Alto,Bengaluru,2023,2,19067,Petrol,Automatic,2.0,21.2,1197,Yes,2024-07-23,612000.0,Sold,27.0,595639.0
C24-12693,Maruti Suzuki,Alto,Ahmedabad,2024,1,5906,Diesel,Automatic,,17.6,800,Yes,2024-06-18,733000.0,Sold,63.0,729061.0
C24-12694,Toyota,Fortuner,Mumbai,2019,6,72081,Petrol,Manual,1.0,15.8,1498,No,2025-01-16,563000.0,Sold,19.0,519430.0
C24-12695,Tata,Nexon,Jaipur,2015,10,103599,Petrol,Manual,1.0,12.1,1197,Yes,2024-10-03,151000.0,Sold,10.0,143005.0
C24-12696,Volkswagen,Polo,Bengaluru,2016,9,122409,CNG,Manual,4.0,,1997,Yes,2024-03-15,209000.0,Sold,11.0,199937.0
C24-12697,Volkswagen,Polo,Pune,2021,4,47309,CNG,Manual,1.0,17.4,1498,Yes,2024-11-13,518000.0,Sold,52.0,489047.0
C24-12698,Renault,Triber,Mumbai,2017,8,90542,Petrol,Manual,3.0,22.9,1199,Yes,2025-04-08,193000.0,Sold,2.0,182649.0
C24-12699,Tata,Punch,Pune,2018,7,77713,Petrol,Manual,2.0,18.5,2000,Yes,2025-04-27,307000.0,Sold,8.0,291311.0
C24-12700,Mahindra,Scorpio,Mumbai,2018,7,75566,CNG,Manual,2.0,12.6,1498,No,2024-02-10,381000.0,Sold,1.0,356067.0
C24-12701,Renault,Kwid,Bengaluru,2019,6,82192,Petrol,Automatic,3.0,12.3,1000,Yes,2024-06-09,304000.0,Sold,81.0,293575.0
C24-12702,Kia,Carens,Hyderabad,2013,12,146426,Petrol,Manual,2.0,20.4,1498,Yes,2024-04-06,170000.0,Sold,18.0,161106.0
C24-12703,Mahindra,Bolero,Jaipur,2022,3,29541,Petrol,Manual,1.0,13.4,1197,Yes,2024-03-24,794000.0,Sold,27.0,786062.0
C24-12704,Maruti Suzuki,Swift,Jaipur,2019,6,64029,Petrol,Automatic,1.0,13.3,2200,Yes,2025-04-21,334000.0,Sold,38.0,322009.0
C24-12705,Honda,Jazz,Mumbai,2015,10,126447,CNG,Manual,1.0,15.8,2000,Yes,2024-01-18,208000.0,Sold,6.0,203599.0
C24-12706,Tata,Nexon,Chandigarh,2012,13,159531,Petrol,Automatic,1.0,15.3,1197,No,2025-02-06,113000.0,Active,,
