listing_id,brand,model,city,year,car_age,km_driven,fuel_type,transmission,owner_count,mileage_kmpl,engine_cc,insurance_valid,selling_price
C24-11359,Toyota,Fortuner,Hyderabad,2012,13,161067,CNG,Manual,2.0,21.2,1498,Yes,160000.0
C24-11360,Ford,EcoSport,Mumbai,2019,6,80552,Petrol,Manual,3.0,15.2,1197,No,244000.0
C24-11361,Mahindra,XUV300,Mumbai,2024,1,11690,Petrol,Automatic,1.0,19.8,1997,No,1504000.0
C24-11362,Kia,Carens,Bengaluru,2016,9,111450,Petrol,Manual,1.0,21.1,1000,Yes,254000.0
C24-11363,Toyota,Fortuner,Ahmedabad,2022,3,31330,Diesel,Manual,3.0,21.0,1197,Yes,936000.0
C24-11364,Volkswagen,Vento,Chennai,2019,6,69161,Petrol,Manual,1.0,14.2,800,No,376000.0
C24-11365,Maruti Suzuki,Baleno,Mumbai,2024,1,19160,Diesel,Automatic,2.0,17.1,1199,Yes,726000.0
C24-11366,Volkswagen,Vento,Kolkata,2024,1,8005,CNG,Manual,1.0,16.1,2200,Yes,777000.0
C24-11367,Hyundai,Grand i10,Pune,2021,4,46329,Petrol,Manual,1.0,17.3,1498,No,511000.0
C24-11368,Toyota,Glanza,Kolkata,2021,4,42631,Petrol,Automatic,1.0,19.3,1199,Yes,835000.0
C24-11369,Kia,Seltos,Mumbai,2012,13,154376,Petrol,Automatic,1.0,23.2,1498,Yes,207000.0
C24-11370,Mahindra,Scorpio,Chennai,2014,11,118533,CNG,Manual,1.0,19.5,2000,Yes,214000.0
C24-11371,Tata,Punch,Chandigarh,2023,2,20547,Petrol,Manual,1.0,24.6,1197,Yes,696000.0
C24-11372,Mahindra,XUV300,Hyderabad,2015,10,123258,CNG,Manual,1.0,16.6,800,Yes,221000.0
C24-11373,Mahindra,XUV700,Kolkata,2019,6,75290,CNG,Manual,1.0,16.2,1000,Yes,396000.0
C24-11374,Mahindra,Scorpio,Delhi NCR,2018,7,77775,Petrol,Manual,1.0,16.7,800,Yes,446000.0
C24-11375,Volkswagen,Polo,Bengaluru,2014,11,122725,Diesel,Manual,2.0,15.1,1197,No,173000.0
C24-11376,Volkswagen,Vento,Ahmedabad,2015,10,130177,Petrol,Manual,2.0,21.2,2200,No,187000.0
C24-11377,Ford,EcoSport,Hyderabad,2019,6,74371,Diesel,Manual,1.0,17.4,1498,Yes,367000.0
C24-11378,Mahindra,Bolero,Ahmedabad,2018,7,79054,Diesel,Manual,2.0,15.4,1197,Yes,383000.0
C24-11379,Kia,Sonet,Kolkata,2015,10,103575,Diesel,Automatic,1.0,16.1,1498,Yes,271000.0
C24-11380,Hyundai,Venue,Kolkata,2017,8,101903,Petrol,Manual,2.0,19.4,1199,No,200000.0
C24-11381,Ford,EcoSport,Kolkata,2015,10,115388,Petrol,Manual,1.0,17.0,1199,Yes,172000.0
C24-11382,Tata,Nexon,Chandigarh,2020,5,58999,Petrol,Manual,1.0,17.1,1498,Yes,392000.0
C24-11383,Hyundai,Creta,Kolkata,2013,12,147680,Petrol,Manual,2.0,15.5,2200,No,107000.0
C24-11384,Hyundai,Creta,Ahmedabad,2024,1,7330,CNG,Manual,1.0,23.0,1199,No,746000.0
C24-11385,Renault,Triber,Kolkata,2019,6,70802,Diesel,Manual,1.0,20.5,2200,Yes,296000.0
C24-11386,Toyota,Innova,Hyderabad,2016,9,117454,Petrol,Manual,1.0,16.0,1000,No,308000.0
C24-11387,Tata,Punch,Bengaluru,2015,10,100403,Petrol,Manual,1.0,,1498,Yes,175000.0
C24-11388,Toyota,Urban Cruiser,Ahmedabad,2017,8,94254,CNG,Manual,2.0,21.4,1000,No,297000.0
C24-11389,Tata,Tiago,Chandigarh,2019,6,62612,Diesel,Automatic,3.0,13.8,1997,No,343000.0
C24-11390,Kia,Seltos,Bengaluru,2020,5,56857,Petrol,Manual,2.0,22.4,1197,Yes,540000.0
C24-11391,Hyundai,Creta,Chennai,2019,6,73418,Petrol,Automatic,1.0,11.2,1199,Yes,401000.0
C24-11392,Renault,Triber,Chandigarh,2022,3,43545,Petrol,Automatic,1.0,16.2,1197,No,427000.0
C24-11393,Volkswagen,Polo,Pune,2018,7,89095,Diesel,Automatic,2.0,13.0,1498,No,322000.0
C24-11394,Toyota,Fortuner,Jaipur,2014,11,125188,Diesel,Automatic,1.0,23.6,1199,No,240000.0
C24-11395,Mahindra,Scorpio,Delhi NCR,2022,3,29448,Diesel,Manual,2.0,18.4,1498,Yes,695000.0
C24-11396,Volkswagen,Vento,Delhi NCR,2018,7,90925,Diesel,Manual,1.0,22.8,800,Yes,309000.0
C24-11397,Honda,Amaze,Jaipur,2018,7,93622,Petrol,Automatic,2.0,16.8,800,No,283000.0
C24-11398,Ford,Figo,Chandigarh,2015,10,107619,CNG,Manual,4.0,16.1,1197,Yes,123000.0
C24-11399,Renault,Kwid,Chandigarh,2018,7,84026,Petrol,Manual,2.0,,1197,No,192000.0
C24-11400,Renault,Kwid,Kolkata,2016,9,120873,Diesel,Automatic,1.0,20.2,800,Yes,175000.0
C24-11401,Renault,Triber,Delhi NCR,2021,4,46994,CNG,Automatic,2.0,16.8,1498,Yes,376000.0
C24-11402,Honda,Amaze,Ahmedabad,2019,6,64900,Diesel,Manual,2.0,11.3,1498,Yes,392000.0
C24-11403,Hyundai,Grand i10,Jaipur,2019,6,78279,Petrol,Manual,3.0,24.1,1197,No,293000.0
C24-11404,Tata,Tiago,Mumbai,2015,10,126588,Petrol,Manual,3.0,18.1,2200,Yes,202000.0
C24-11405,Renault,Triber,Chennai,2024,1,23954,Petrol,Manual,3.0,19.1,1498,Yes,609000.0
C24-11406,Maruti Suzuki,Swift,Ahmedabad,2012,13,170167,Petrol,Manual,1.0,23.7,1197,No,93000.0
C24-11407,Toyota,Urban Cruiser,Chennai,2024,1,11515,Petrol,Manual,2.0,16.3,1498,Yes,1306000.0
C24-11408,Maruti Suzuki,Baleno,Bengaluru,2013,12,135218,Electric,Manual,1.0,6.5,1197,Yes,150000.0
C24-11409,Volkswagen,Polo,Bengaluru,2020,5,73033,Petrol,Automatic,2.0,17.2,2200,No,493000.0
C24-11410,Toyota,Urban Cruiser,Mumbai,2016,9,103645,Diesel,Manual,1.0,18.8,800,Yes,350000.0
C24-11411,Renault,Triber,Bengaluru,2012,13,157425,Petrol,Automatic,1.0,18.3,1197,Yes,111000.0
C24-11412,Renault,Kwid,Kolkata,2015,10,106948,Petrol,Manual,3.0,20.9,1199,Yes,111000.0
C24-11413,Tata,Punch,Kolkata,2013,12,146046,Diesel,Manual,2.0,25.3,1997,Yes,136000.0
C24-11414,Ford,EcoSport,Chandigarh,2022,3,59487,Diesel,Manual,3.0,23.1,1199,Yes,459000.0
C24-11415,Toyota,Urban Cruiser,Chandigarh,2014,11,111460,Diesel,Manual,1.0,15.5,1000,No,213000.0
C24-11416,Maruti Suzuki,Dzire,Delhi NCR,2021,4,38756,Diesel,Manual,1.0,7.7,2000,Yes,405000.0
C24-11417,Tata,Altroz,Jaipur,2014,11,144484,Diesel,Manual,3.0,13.9,1197,No,137000.0
C24-11418,Renault,Kwid,Chennai,2017,8,105617,Petrol,Manual,1.0,14.4,1197,No,187000.0
C24-11419,Hyundai,i20,Jaipur,2023,2,29408,Petrol,Automatic,1.0,16.9,1199,No,645000.0
C24-11420,Maruti Suzuki,Dzire,Chandigarh,2012,13,148793,Diesel,Manual,1.0,16.7,800,Yes,85000.0
C24-11421,Toyota,Urban Cruiser,Chennai,2019,6,52276,Diesel,Manual,2.0,21.2,800,Yes,597000.0
C24-11422,Kia,Seltos,Mumbai,2024,1,15914,Petrol,Manual,1.0,17.7,800,Yes,1009000.0
C24-11423,Mahindra,Bolero,Bengaluru,2021,4,53238,Petrol,Automatic,2.0,13.6,1199,Yes,898000.0
C24-11424,Honda,Jazz,Chennai,2020,5,45172,Petrol,Manual,1.0,18.8,800,Yes,517000.0
C24-11425,Kia,Sonet,Jaipur,2014,11,142400,Petrol,Automatic,1.0,12.6,1197,Yes,195000.0
C24-11426,Renault,Triber,Chandigarh,2017,8,83708,Diesel,Manual,2.0,28.6,1197,Yes,197000.0
C24-11427,Volkswagen,Vento,Ahmedabad,2013,12,143640,CNG,Manual,2.0,14.9,1199,No,121000.0
C24-11428,Honda,City,Jaipur,2020,5,71549,Diesel,Manual,2.0,13.9,1199,No,354000.0
C24-11429,Maruti Suzuki,WagonR,Chennai,2015,10,121245,Petrol,Manual,1.0,19.6,1000,Yes,137000.0
C24-11430,Honda,City,Chennai,2015,10,126226,Petrol,Manual,1.0,16.1,800,Yes,174000.0
C24-11431,Toyota,Innova,Chennai,2023,2,14482,Petrol,Manual,3.0,15.7,1199,Yes,1087000.0
C24-11432,Hyundai,Verna,Chandigarh,2020,5,65957,Petrol,Manual,1.0,17.5,1498,No,404000.0
C24-11433,Maruti Suzuki,WagonR,Chennai,2016,9,116957,Diesel,Manual,2.0,18.6,800,Yes,138000.0
C24-11434,Volkswagen,Vento,Chennai,2018,7,85805,CNG,Manual,1.0,17.3,1997,Yes,266000.0
C24-11435,Kia,Seltos,Jaipur,2020,5,53556,Petrol,Manual,3.0,20.5,1199,Yes,516000.0
C24-11436,Renault,Kwid,Delhi NCR,2024,1,16457,Diesel,Manual,1.0,17.7,1000,Yes,650000.0
C24-11437,Ford,Figo,Jaipur,2013,12,131022,Diesel,Manual,2.0,19.4,1000,Yes,124000.0
C24-11438,Kia,Seltos,Chennai,2019,6,75467,Diesel,Automatic,4.0,28.2,1199,No,447000.0
C24-11439,Maruti Suzuki,Dzire,Kolkata,2021,4,42800,CNG,Manual,1.0,17.6,1498,Yes,348000.0
C24-11440,Renault,Triber,Chennai,2014,11,145876,Petrol,Manual,1.0,20.1,800,Yes,129000.0
C24-11441,Honda,City,Hyderabad,2022,3,47386,Petrol,Automatic,2.0,16.6,1498,No,724000.0
C24-11442,Tata,Harrier,Hyderabad,2016,9,106076,Petrol,Manual,2.0,19.6,1498,Yes,163000.0
C24-11443,Mahindra,XUV300,Chennai,2023,2,3769,Petrol,Manual,3.0,16.8,1997,Yes,906000.0
C24-11444,Kia,Carens,Pune,2019,6,89870,Petrol,Manual,3.0,16.8,800,No,332000.0
C24-11445,Mahindra,Scorpio,Jaipur,2018,7,74260,Petrol,Manual,2.0,20.2,1199,No,358000.0
C24-11446,Honda,WR-V,Chandigarh,2015,10,126985,Diesel,Manual,1.0,23.8,2000,Yes,226000.0
C24-11447,Volkswagen,Polo,Jaipur,2018,7,89447,Diesel,Automatic,1.0,17.1,800,No,324000.0
C24-11448,Hyundai,Creta,Ahmedabad,2014,11,137826,Petrol,Manual,2.0,21.1,1000,Yes,139000.0
C24-11449,Volkswagen,Vento,Chandigarh,2020,5,39362,Petrol,Automatic,1.0,13.0,1197,Yes,526000.0
C24-11450,Hyundai,Venue,Chandigarh,2022,3,41506,Petrol,Manual,,14.7,800,,516000.0
C24-11451,Mahindra,Scorpio,Bengaluru,2014,11,139868,Petrol,Manual,2.0,24.5,1197,Yes,237000.0
C24-11452,Kia,Seltos,Kolkata,2022,3,55438,Petrol,Manual,2.0,23.5,2200,Yes,651000.0
C24-11453,Honda,Amaze,Jaipur,2020,5,63252,CNG,Manual,1.0,16.3,1197,No,341000.0
C24-11454,Honda,Amaze,Pune,2022,3,32081,Petrol,Automatic,3.0,20.7,1498,Yes,658000.0
C24-11455,Tata,Nexon,Pune,2022,3,43238,Diesel,Manual,1.0,22.2,1498,Yes,646000.0
C24-11456,Ford,EcoSport,Chandigarh,2015,10,118469,Diesel,Manual,1.0,20.2,1000,No,194000.0
C24-11457,Volkswagen,Vento,Delhi NCR,2016,9,96717,Petrol,Manual,2.0,13.5,800,Yes,203000.0
C24-11458,Hyundai,Grand i10,Kolkata,2020,5,65247,Diesel,Automatic,3.0,18.0,1000,Yes,399000.0
C24-11459,Volkswagen,Vento,Chandigarh,2013,12,139800,Petrol,Manual,2.0,16.2,2000,Yes,142000.0
C24-11460,Kia,Carens,Bengaluru,2022,3,39480,Electric,Manual,1.0,7.8,1197,Yes,1114000.0
C24-11461,Tata,Tiago,Hyderabad,2016,9,107600,Diesel,Automatic,3.0,15.5,1000,Yes,243000.0
C24-11462,Tata,Altroz,Jaipur,2016,9,118892,Diesel,Manual,2.0,18.1,1997,Yes,192000.0
C24-11463,Maruti Suzuki,Baleno,Mumbai,2021,4,49801,Diesel,Manual,1.0,20.0,1197,Yes,399000.0
C24-11464,Kia,Carens,Hyderabad,2024,1,12996,CNG,Manual,1.0,19.8,1197,No,978000.0
C24-11465,Ford,EcoSport,Hyderabad,2023,2,21611,Petrol,Manual,1.0,22.3,2200,No,725000.0
C24-11466,Mahindra,XUV700,Hyderabad,2016,9,102771,Petrol,Manual,3.0,17.4,1199,Yes,232000.0
C24-11467,Honda,Amaze,Chandigarh,2020,5,52309,Diesel,Manual,1.0,22.2,1197,No,457000.0
C24-11468,Honda,Amaze,Kolkata,2015,10,133322,Petrol,Automatic,1.0,26.4,1997,Yes,192000.0
C24-11469,Maruti Suzuki,WagonR,Kolkata,2014,11,132857,Diesel,Manual,2.0,15.5,1997,No,95000.0
C24-11470,Toyota,Innova,Delhi NCR,2024,1,17842,CNG,Automatic,1.0,16.9,1498,Yes,1400000.0
C24-11471,Toyota,Glanza,Chandigarh,2024,1,3680,Petrol,Automatic,1.0,9.7,2000,No,1631000.0
C24-11472,Kia,Carens,Pune,2018,7,85512,Petrol,Manual,1.0,16.4,1199,Yes,381000.0
C24-11473,Honda,City,Bengaluru,2013,12,151572,Diesel,Manual,3.0,20.6,1199,No,148000.0
C24-11474,Renault,Triber,Mumbai,2019,6,74370,Petrol,Automatic,2.0,18.4,1199,Yes,309000.0
C24-11475,Mahindra,XUV700,Pune,2022,3,22344,Petrol,Manual,1.0,22.5,1498,No,912000.0
C24-11476,Toyota,Innova,Jaipur,2024,1,6646,Petrol,Manual,1.0,19.4,1199,Yes,1196000.0
C24-11477,Honda,City,Jaipur,2019,6,81489,CNG,Manual,1.0,17.2,1199,Yes,306000.0
C24-11478,Maruti Suzuki,Baleno,Hyderabad,2016,9,109054,CNG,Manual,1.0,22.4,1199,No,133000.0
C24-11479,Volkswagen,Polo,Chennai,2018,7,98221,Petrol,Automatic,2.0,21.7,1197,Yes,257000.0
C24-11480,Maruti Suzuki,Baleno,Pune,2019,6,74590,CNG,Manual,2.0,14.0,1000,Yes,218000.0
C24-11481,Ford,Figo,Delhi NCR,2013,12,145857,Petrol,Automatic,2.0,23.8,1498,Yes,164000.0
C24-11482,Mahindra,XUV700,Mumbai,2019,6,69281,Diesel,Automatic,1.0,18.7,1997,Yes,620000.0
C24-11483,Volkswagen,Vento,Hyderabad,2023,2,31680,CNG,Automatic,,18.1,1000,Yes,691000.0
C24-11484,Volkswagen,Polo,Jaipur,2021,4,50966,CNG,Manual,1.0,23.1,1498,Yes,451000.0
C24-11485,Ford,Figo,Chandigarh,2019,6,72728,CNG,Manual,1.0,16.3,1498,Yes,294000.0
C24-11486,Ford,Figo,Bengaluru,2015,10,114148,CNG,Automatic,2.0,23.2,1197,No,176000.0
C24-11487,Honda,City,Delhi NCR,2015,10,117072,Petrol,Manual,1.0,15.9,1498,Yes,224000.0
C24-11488,Kia,Seltos,Pune,2012,13,148952,Petrol,Automatic,1.0,10.5,1498,Yes,183000.0
C24-11489,Volkswagen,Vento,Pune,2023,2,16467,Diesel,Manual,1.0,19.4,1197,No,829000.0
C24-11490,Ford,EcoSport,Bengaluru,2020,5,75572,Petrol,Manual,2.0,16.2,2200,Yes,376000.0
C24-11491,Tata,Punch,Delhi NCR,2015,10,125840,CNG,Manual,2.0,13.6,1498,Yes,196000.0
C24-11492,Mahindra,XUV700,Pune,2013,12,141719,Petrol,Manual,1.0,16.1,1199,Yes,187000.0
C24-11493,Toyota,Innova,Hyderabad,2021,4,38598,Petrol,Automatic,2.0,18.3,1199,Yes,872000.0
C24-11494,Renault,Triber,Chennai,2016,9,105801,Petrol,Manual,1.0,17.9,2200,Yes,177000.0
C24-11495,Volkswagen,Vento,Delhi NCR,2021,4,46168,Petrol,Automatic,1.0,14.8,1197,No,620000.0
C24-11496,Mahindra,XUV300,Hyderabad,2024,1,20010,Petrol,Manual,1.0,17.6,1000,Yes,1046000.0
C24-11497,Kia,Carens,Chandigarh,2022,3,32446,Petrol,Manual,1.0,17.3,800,Yes,849000.0
C24-11498,Kia,Carens,Bengaluru,2012,13,169919,Petrol,Manual,3.0,14.8,800,Yes,177000.0
C24-11499,Honda,Jazz,Jaipur,2023,2,33171,Petrol,Manual,1.0,21.9,1997,Yes,685000.0
C24-11500,Honda,Amaze,Hyderabad,2019,6,75706,Petrol,Manual,1.0,19.1,1498,Yes,402000.0
C24-11501,Kia,Sonet,Ahmedabad,2015,10,113627,Electric,Manual,1.0,4.5,1498,Yes,276000.0
C24-11502,Honda,City,Delhi NCR,2012,13,175873,Petrol,Automatic,3.0,22.8,1498,Yes,167000.0
C24-11503,Kia,Seltos,Ahmedabad,2021,4,41633,Diesel,Automatic,3.0,18.1,1199,Yes,757000.0
C24-11504,Hyundai,Grand i10,Jaipur,2012,13,143828,Petrol,Manual,2.0,20.1,800,Yes,113000.0
C24-11505,Kia,Seltos,Kolkata,2014,11,128501,CNG,Automatic,1.0,17.8,1197,Yes,213000.0
C24-11506,Volkswagen,Polo,Bengaluru,2016,9,102599,Petrol,Manual,2.0,22.8,800,No,248000.0
C24-11507,Mahindra,XUV700,Ahmedabad,2021,4,55162,Diesel,Manual,3.0,22.6,2200,Yes,691000.0
C24-11508,Kia,Seltos,Bengaluru,2012,13,157964,CNG,Manual,1.0,20.2,1498,No,151000.0
C24-11509,Tata,Punch,Delhi NCR,2012,13,157848,Petrol,Automatic,1.0,20.8,2000,No,125000.0
C24-11510,Tata,Punch,Chandigarh,2017,8,103403,Diesel,Manual,1.0,17.6,1997,No,236000.0
C24-11511,Kia,Carens,Kolkata,2020,5,65409,Diesel,Manual,2.0,31.3,2200,Yes,482000.0
C24-11512,Tata,Nexon,Bengaluru,2020,5,59294,Petrol,Automatic,3.0,23.0,1199,Yes,479000.0
C24-11513,Volkswagen,Vento,Chandigarh,2013,12,140820,Petrol,Manual,1.0,20.9,1197,Yes,131000.0
C24-11514,Honda,Amaze,Delhi NCR,2023,2,13606,Petrol,Automatic,2.0,15.7,1498,Yes,949000.0
C24-11515,Kia,Sonet,Delhi NCR,2014,11,135016,Diesel,Manual,1.0,19.3,2200,Yes,259000.0
C24-11516,Volkswagen,Polo,Delhi NCR,2012,13,162557,Petrol,Automatic,4.0,17.8,1197,No,119000.0
C24-11517,Renault,Triber,Pune,2022,3,23613,Petrol,Automatic,1.0,16.1,1997,No,531000.0
C24-11518,Toyota,Urban Cruiser,Ahmedabad,2013,12,135033,Petrol,Automatic,2.0,17.9,1498,Yes,203000.0
C24-11519,Honda,Jazz,Pune,2021,4,46557,Petrol,Manual,1.0,10.7,1197,Yes,514000.0
C24-11520,Renault,Triber,Bengaluru,2022,3,25439,Diesel,Manual,2.0,14.2,1498,Yes,592000.0
C24-11521,Ford,EcoSport,Hyderabad,2014,11,138807,Diesel,Manual,4.0,13.5,1000,Yes,139000.0
C24-11522,Toyota,Innova,Hyderabad,2014,11,136940,Petrol,Automatic,1.0,22.9,800,No,225000.0
C24-11523,Renault,Triber,Mumbai,2019,6,69736,Petrol,Manual,1.0,14.5,1498,Yes,292000.0
C24-11524,Volkswagen,Polo,Hyderabad,2021,4,43841,Petrol,Manual,1.0,18.8,1197,Yes,450000.0
C24-11525,Kia,Sonet,Pune,2018,7,104722,CNG,Manual,2.0,12.2,1498,No,331000.0
C24-11526,Ford,EcoSport,Kolkata,2016,9,114603,Petrol,Automatic,3.0,19.1,1997,Yes,183000.0
C24-11527,Honda,WR-V,Delhi NCR,2016,9,114582,CNG,Manual,4.0,14.6,1199,Yes,183000.0
C24-11528,Mahindra,XUV700,Chandigarh,2012,13,147791,Diesel,Manual,3.0,17.3,1199,,130000.0
C24-11529,Tata,Altroz,Delhi NCR,2014,11,136934,Petrol,Automatic,2.0,24.6,1997,Yes,182000.0
C24-11530,Renault,Triber,Bengaluru,2019,6,75686,Petrol,Manual,1.0,16.4,1997,Yes,286000.0
C24-11531,Maruti Suzuki,Swift,Hyderabad,2024,1,23510,Diesel,Manual,1.0,16.0,1498,Yes,728000.0
C24-11532,Tata,Tiago,Delhi NCR,2022,3,33030,Petrol,Manual,3.0,18.0,1997,Yes,656000.0
C24-11533,Maruti Suzuki,WagonR,Mumbai,2024,1,8327,Petrol,Manual,1.0,26.2,1197,Yes,656000.0
C24-11534,Volkswagen,Polo,Chandigarh,2012,13,150857,CNG,Automatic,1.0,18.7,1199,Yes,99000.0
C24-11535,Kia,Seltos,Kolkata,2021,4,61556,Petrol,Automatic,3.0,22.4,1997,No,597000.0
C24-11536,Honda,WR-V,Jaipur,2016,9,112437,CNG,Automatic,1.0,13.7,2000,Yes,219000.0
C24-11537,Tata,Altroz,Delhi NCR,2014,11,130282,CNG,Manual,1.0,15.4,1997,No,139000.0
C24-11538,Tata,Harrier,Hyderabad,2018,7,84306,Diesel,Automatic,3.0,24.6,1199,Yes,338000.0
C24-11539,Tata,Tiago,Jaipur,2024,1,15865,Electric,Manual,1.0,7.5,1199,Yes,1071000.0
C24-11540,Ford,Figo,Jaipur,2012,13,158070,Petrol,Automatic,1.0,21.8,1000,Yes,117000.0
C24-11541,Hyundai,Venue,Bengaluru,2021,4,50481,Petrol,Manual,3.0,12.8,1498,,403000.0
C24-11542,Kia,Carens,Bengaluru,2019,6,73642,Petrol,Automatic,1.0,20.2,800,Yes,538000.0
C24-11543,Volkswagen,Polo,Hyderabad,2019,6,81570,Petrol,Manual,1.0,22.8,2000,Yes,413000.0
C24-11544,Kia,Sonet,Hyderabad,2018,7,90062,CNG,Automatic,1.0,14.0,1000,Yes,363000.0
C24-11545,Volkswagen,Polo,Jaipur,2019,6,66438,Petrol,Manual,1.0,14.0,1498,,338000.0
C24-11546,Kia,Sonet,Bengaluru,2018,7,81075,Petrol,Manual,1.0,16.4,1199,Yes,410000.0
C24-11547,Ford,Figo,Jaipur,2018,7,93173,Electric,Manual,1.0,6.3,2000,No,317000.0
C24-11548,Toyota,Glanza,Kolkata,2017,8,96578,Petrol,Automatic,1.0,22.3,1197,Yes,482000.0
C24-11549,Ford,Figo,Bengaluru,2023,2,21740,Petrol,Manual,1.0,23.0,1199,Yes,666000.0
C24-11550,Toyota,Innova,Kolkata,2014,11,120586,Petrol,Manual,4.0,16.1,1199,,171000.0
C24-11551,Renault,Triber,Ahmedabad,2019,6,71556,Diesel,Automatic,4.0,17.1,1197,Yes,257000.0
C24-11552,Renault,Triber,Hyderabad,2012,13,146290,Diesel,Manual,1.0,21.5,2000,Yes,126000.0
C24-11553,Ford,EcoSport,Chandigarh,2018,7,84584,Diesel,Automatic,2.0,13.6,1199,Yes,319000.0
C24-11554,Renault,Kwid,Hyderabad,2013,12,153350,CNG,Automatic,2.0,18.2,800,Yes,99000.0
C24-11555,Tata,Tiago,Hyderabad,2013,12,141206,Diesel,Manual,1.0,18.4,800,Yes,147000.0
C24-11556,Tata,Punch,Hyderabad,2015,10,107767,Petrol,Manual,3.0,14.4,1498,Yes,191000.0
C24-11557,Maruti Suzuki,WagonR,Kolkata,2016,9,103091,Petrol,Manual,3.0,20.9,800,Yes,125000.0
C24-11558,Hyundai,Grand i10,Kolkata,2017,8,111061,Petrol,Manual,2.0,18.1,800,,189000.0
C24-11559,Kia,Sonet,Mumbai,2024,1,500,Petrol,Manual,1.0,19.0,1498,No,1417000.0
C24-11560,Ford,EcoSport,Kolkata,2012,13,152651,CNG,Manual,1.0,23.7,800,Yes,93000.0
C24-11561,Honda,City,Kolkata,2021,4,42663,Diesel,Automatic,2.0,23.4,2000,No,638000.0
C24-11562,Mahindra,XUV300,Mumbai,2019,6,78070,Diesel,Automatic,1.0,,1997,No,461000.0
C24-11563,Honda,Jazz,Chennai,2023,2,23775,Petrol,Manual,4.0,20.0,1997,Yes,700000.0
C24-11564,Ford,Figo,Pune,2024,1,27265,Diesel,Manual,3.0,22.8,1000,Yes,712000.0
C24-11565,Ford,EcoSport,Hyderabad,2024,1,7823,Petrol,Manual,1.0,21.3,1498,Yes,941000.0
C24-11566,Kia,Sonet,Jaipur,2024,1,15443,Diesel,Automatic,1.0,,1199,Yes,1146000.0
C24-11567,Toyota,Glanza,Chennai,2017,8,91999,Petrol,Manual,1.0,23.6,1498,Yes,329000.0
C24-11568,Tata,Tiago,Hyderabad,2018,7,77498,Petrol,Manual,1.0,26.5,1197,Yes,308000.0
C24-11569,Tata,Altroz,Hyderabad,2023,2,16273,Petrol,Manual,2.0,16.3,1197,Yes,622000.0
C24-11570,Hyundai,Venue,Pune,2017,8,90270,CNG,Automatic,2.0,18.8,1498,Yes,242000.0
C24-11571,Ford,EcoSport,Chennai,2012,13,149230,Petrol,Automatic,2.0,20.8,1197,No,114000.0
C24-11572,Hyundai,Grand i10,Pune,2017,8,98583,Diesel,Automatic,3.0,,1197,Yes,243000.0
C24-11573,Toyota,Innova,Chandigarh,2021,4,44709,Petrol,Manual,1.0,21.6,1000,No,751000.0
C24-11574,Ford,Figo,Ahmedabad,2013,12,146848,CNG,Manual,1.0,21.8,1197,No,118000.0
C24-11575,Ford,Figo,Bengaluru,2014,11,113719,Petrol,Manual,2.0,15.0,1000,Yes,164000.0
C24-11576,Toyota,Fortuner,Mumbai,2012,13,157114,Diesel,Manual,2.0,15.5,2200,No,232000.0
C24-11577,Kia,Sonet,Bengaluru,2014,11,123832,Petrol,Automatic,1.0,22.8,1000,Yes,241000.0
C24-11578,Honda,City,Hyderabad,2012,13,154169,Diesel,Automatic,2.0,16.8,1197,Yes,152000.0
C24-11579,Hyundai,Verna,Bengaluru,2020,5,64635,Electric,Manual,2.0,6.4,1997,Yes,520000.0
C24-11580,Mahindra,Bolero,Hyderabad,2021,4,54278,Petrol,Manual,2.0,21.9,800,Yes,594000.0
C24-11581,Toyota,Urban Cruiser,Pune,2018,7,76880,Diesel,Manual,2.0,14.4,800,No,475000.0
C24-11582,Maruti Suzuki,Baleno,Ahmedabad,2014,11,137886,Diesel,Manual,2.0,17.0,1000,Yes,136000.0
C24-11583,Ford,EcoSport,Bengaluru,2016,9,116629,Diesel,Manual,1.0,20.9,1498,No,222000.0
C24-11584,Toyota,Innova,Hyderabad,2020,5,64996,Petrol,Manual,,13.2,800,No,544000.0
C24-11585,Honda,Jazz,Hyderabad,2013,12,145080,Petrol,Manual,1.0,11.6,1000,No,153000.0
C24-11586,Maruti Suzuki,Swift,Chennai,2024,1,3623,CNG,Automatic,,20.6,1199,Yes,520000.0
C24-11587,Ford,Figo,Bengaluru,2018,7,87063,Petrol,Manual,1.0,16.1,1498,Yes,294000.0
C24-11588,Toyota,Urban Cruiser,Mumbai,2015,10,111674,Petrol,Manual,2.0,17.8,1498,Yes,277000.0
C24-11589,Mahindra,XUV700,Jaipur,2023,2,11073,Diesel,Automatic,1.0,17.6,2000,Yes,1292000.0
C24-11590,Mahindra,XUV300,Chandigarh,2020,5,53991,CNG,Manual,2.0,21.6,1498,No,516000.0
C24-11591,Honda,City,Hyderabad,2012,13,146736,Petrol,Manual,2.0,7.6,1197,Yes,109000.0
C24-11592,Maruti Suzuki,Baleno,Ahmedabad,2015,10,121773,Petrol,Manual,1.0,15.3,2000,Yes,143000.0
C24-11593,Tata,Tiago,Ahmedabad,2019,6,79396,Diesel,Manual,1.0,17.2,800,Yes,397000.0
C24-11594,Honda,Jazz,Bengaluru,2019,6,69802,Petrol,Automatic,2.0,23.5,1000,Yes,495000.0
C24-11595,Hyundai,Grand i10,Bengaluru,2023,2,28305,Diesel,Manual,2.0,18.5,2200,Yes,587000.0
